Name,Average Rating,Users
"office administrator (regular staff, siriraj hospital, working from monday to friday)",6,27123
hr officer  urgent payroll,5,27124
store staff at tg fone it square lak si,8,27125
assistant manager of internal audit and development department,5,27126
senior eletrical engineer,6,27127
store staff at big c wongsawang,6,27128
"bearhouse store manager, central rama 9 branch",4,27129
assistant accounting supervisor (project),5,27130
"head chef of japanese restaurant, siam branch",5,27131
"shabu restaurant manager, siam branch",4,27132
urgent telemarketing for the office (watcharapol road),2,27133
maintenance worker (ramintra branch) apply for an interview and know the results immediately!!!,8,27134
od manager,3,27135
"public relations officer, bang khae branch",6,27136
di & marketing manager,3,27137
clinical nurse,6,27138
"physician assistant and treatment staff (onnut branch, rangsit, bangna, ladprao, ratchada)",5,27139
deputy purchasing manager,6,27140
senior electrical engineer,4,27141
drawing electrical system,4,27142
hospital finance officer,6,27143
"assistant manager, accounting department  closing the budget",6,27144
hrod specialist,5,27145
"technician, maintenance, building technician (1 year contract)",3,27146
customer relations officer (deliverylaem charoen seafood),4,27147
raw material inventory officer,6,27148
appraisal staff,6,27149
administrativefinance,5,27150
system installer,5,27151
purchasing coordination abroad,6,27152
trainer barista,8,27153
insurance specialist,7,27154
data key location salary 10000 (3month contract) bang rak contact ploy,6,27155
"apply for a steward (dishwasher) at sukhumvit 31 branch, call khun pae 0814222013.",3,27156
"outlet chef at ekamai branch (sukhumvit 63) base salary 40,000 baht",5,27157
"data entry staff (3month contract) salary 10,000 bang rak contact ploy",6,27158
"receptionist, sukhumvit 31 branch",2,27159
customer relations (724 market company limited),2,27160
"car sales consultant (bmw), rama 3 branch, paragon and icon siam",9,27161
"sales consultant (honda) in bangna, huamark, pattanakarn",9,27162
"peugeot car sales consultant (peugeot) branch sukhumvit, rama 5ratchaphruek",7,27163
"corporate fleet consultant, ladprao branch",8,27164
"rental sales agent, suvarnabhumi branch",7,27165
bmw car sales consultant (used car)  phatthanakansrinakarin,6,27166
"sales consultant (bmw)  show room (paragon, iconsiam)",6,27167
area supervisor (birkenstock brand),7,27168
tellcom presales,6,27169
maintenance mechanic sukhumvit area,5,27170
building technician (sukhumvit 15),4,27171
assistant purchasing manager (food),6,27172
swimming instructor for babies up to 10 years old,6,27173
project sales officer (rest phahonwatcharapol),4,27174
autocad and bim drawing (on site),5,27175
treatment staff (therapist),9,27176
staff takes orders and checks stock.,3,27177
ae (telesale) ratchaphruek branch,7,27178
set up a mobile health checkup unit,5,27179
medical records officer (opd) urgent,8,27180
"driver, pickup truck and 6 wheels, romklao branch 25",4,27181
benefits&welfare officer,5,27182
drawing 3d design,5,27183
"waiter sushi den japanese restaurant, central rama 9 branch, 7th floor",8,27184
"waiter sushi den japanese restaurant, central world branch, 7th floor",8,27185
auto repair or diagnostic technician,4,27186
consultants  crm software,6,27187
"waiter don japanese restaurant, fashion island branch, b floor",6,27188
"urgent call center  english (bts bangna) immediate start, accept new graduates, salary 1822k.",7,27189
"sushi chef, japanese restaurant don branch, central ladprao, g floor",9,27190
sales executive  software,6,27191
company van driver...very urgent,5,27192
it support help desk,5,27193
"village manager, khlong 6 zone",6,27194
"swensen's is recruiting full time part time employees (siam paragon, central world)",6,27195
"mechanical appraisal engineer (head office, bangkok)",6,27196
"sale sales staff, tour packages, 4 positions",6,27197
"cook, japanese restaurant waitress, income 12,400 baht per month, central ramintra",3,27198
"sushi chef assistant don japanese restaurant, fashion island branch, b floor",8,27199
"hot kitchen helper don japanese restaurant, fashion island branch, b floor",8,27200
receptionist and cashier,6,27201
account supervisor,6,27202
personal trainer (always focus fitness taling chan),5,27203
content online creator,4,27204
human resources and coordination,5,27205
architects can start work immediately.,7,27206
computer staff (it support),5,27207
urgent!!! site manager at bangkok air catering,6,27208
head of training department (hrd supervisor),8,27209
"building technician (zone bangna, udomsuk, sukhumvit, thonglor, silom)",4,27210
office programmer narcotics suppression bureau,4,27211
hiring a salesperson for sports shoes at a super sports shop. central pinklao,6,27212
"sales representative and customer service, buriram province",5,27213
"installation, maintenance, machinery, construction site (bangna district)",7,27214
"village manager, nonthaburi zone",6,27215
foreign marketing officer urgent!!,8,27216
"qaqc officer can use excel pivot, vlookup flash lasalle warehouse, bangna, bts sri iam",2,27217
spa manager,5,27218
cell run bangkok.,8,27219
"project sales advisor (site: bangna, srinakarin) (5 working days)",4,27220
"architecture, interior designer (project site: liab duan ramintra, bangna)",5,27221
accounting officer (account  pay ),5,27222
finance officer (15 years experiences),5,27223
administrator(6 month contract working at bts ploenchit) new graduates are welcome.,5,27224
"temporary contact center (600 baht per day) at bts phloen chit, working 1923 jun.",5,27225
"project coordinator (project site: liab duan ramintra, ari, phatthanakan)",5,27226
sales admin (project : bangna),5,27227
"mobile phone salesperson, power buy, central world branch",6,27228
"admin, back office staff at the animal hospital",6,27229
fontend web developer,6,27230
warehouse clerk and many helpers,8,27231
"sales & admin ais telewiz, lotus rama 3 branch",7,27232
senior project officer,4,27233
nursing assistant ipdopd,6,27234
salesperson department of forensic medicine,3,27235
dental department administration,6,27236
communication executive (18k25k)(2309).,6,27237
marketing communications officer (18k25k)(2309).,6,27238
"mechanical engineer, energy",7,27239
recruiter (senior),6,27240
repair and maintenance technician,7,27241
salesperson (tyre) southern andaman region,6,27242
customer care staff and teaching how to use,5,27243
human resources/purchasing officer,6,27244
delivery staff and documents,4,27245
documentation officer export and import (export staff),8,27246
repair and service coordination business,5,27247
advertising media preparation staff,3,27248
foreign exchange officers (fxo) at booths in bangkok and along bts lines,7,27249
"sale admin (online sales), (online admin) work from home",3,27250
merchandiser  merchandiser,6,27251
sales administrator officer (based on bmw vibhavadi),9,27252
"apply for sales staff (special staff) at powerbuy, ratchaphruek branch (baan and beyond)",6,27253
hiring a salesperson for sports shoes at a super sports shop. siam discovery branch.,6,27254
house sales officer  siri place ratchaphruek 346,6,27255
activity leader teacher kanlapaphruekthodthai branch,7,27256
cpa,6,27257
warehouse department administrative staff,4,27258
waiter (apprentice),6,27259
"it operation & system support it support, it staff",6,27260
assistance to ceo,6,27261
industrial sales officer,5,27262
head of sport massage,5,27263
new and used car loan officers (bangkok and its vicinity),9,27264
portfolio management officer,3,27265
customer service manager,5,27266
6wheel transport driver urgent!!!,8,27267
"executive driver, thonglor 13 (direct boss)",8,27268
formulation and product research officer (rd),6,27269
renovate or close store,5,27270
installation coordinator (bts udomsuk),4,27271
recruiting officer (very urgent),9,27272
merchandiser newbalance crocs fila skecher line bts,6,27273
receptionist (always focus fitness taling chan),5,27274
open mass production staff,9,27275
sales representative and customer service rayong province,5,27276
delivery drivers and car drivers product store employee at the secondary product store in soi 1,6,27277
accountant or data recorder,9,27278
"sales offering products to wholesale stores, local department stores, supermarkets in every region",6,27279
sales selling power plugs in every region,4,27280
b.a.,6,27281
staff event,8,27282
salesperson at watsons store,6,27283
load coordinator  export coordinator,7,27284
medical technologist (samitivej sukhumvit hospital),7,27285
medical technologist at samitivej srinakarin hospital,6,27286
hr (training & development) at samitivej srinakarin hospital,6,27287
medical technologist at bnh hospital,8,27288
(pharmacist) head of the drug store at bnh hospital,4,27289
